weather,direction,speed
broken clouds,0,0
broken clouds,0,0
broken clouds,0,0
light rain,10,1
light rain,280,0
light rain,340,0
light rain,0,0
light rain,60,1
light rain,110,1
light rain,0,0
light rain,60,1
light rain,90,2
light rain,211,2
light rain,332,2
light rain,332,2
light rain,111,5
light rain,111,5
light rain,111,5
light rain,111,5
light rain,111,5
light rain,111,5
moderate rain,86,5
moderate rain,86,5
moderate rain,86,5
moderate rain,86,5
moderate rain,86,5
moderate rain,83,4
light rain,80,3
light intensity shower rain,90,2
light intensity shower rain,80,2
light rain,70,1
light intensity shower rain,80,2
light intensity shower rain,80,2
overcast clouds,110,6
light intensity shower rain,70,3
light rain,70,3
light rain,80,3
light rain,70,3
light intensity shower rain,70,3
light rain,70,3
light rain,70,3
light rain,70,3
light intensity shower rain,70,3
light intensity shower rain,70,3
light rain,90,2
light rain,80,3
light rain,60,3
light rain,60,3
mist,70,3
light rain,70,2
light rain,70,3
light rain,70,1
light rain,80,2
proximity shower rain,70,3
light intensity shower rain,80,1
light rain,80,2
light intensity shower rain,70,1
overcast clouds,120,7
light rain,70,3
light rain,110,7
light intensity shower rain,80,3
light intensity shower rain,80,4
light intensity shower rain,80,4
light rain,70,3
light rain,70,3
light rain,70,3
light rain,70,3
light rain,70,3
light rain,60,2
light rain,70,2
light rain,150,7
light rain,154,7
light rain,159,7
light rain,159,7
light rain,149,0
light rain,90,2
light intensity shower rain,70,2
light intensity shower rain,90,2
light rain,150,9
proximity shower rain,70,2
light rain,60,2
light intensity shower rain,60,1
light rain,80,1
light rain,70,2
light rain,80,2
light intensity shower rain,70,2
light intensity shower rain,70,3
light intensity shower rain,70,3
light rain,70,2
light rain,70,3
light rain,70,3
light rain,70,2
mist,80,2
light rain,70,3
light intensity shower rain,60,2
light intensity shower rain,80,1
moderate rain,350,0
moderate rain,0,0
moderate rain,100,1
light rain,80,1
broken clouds,0,0
light rain,30,0
light rain,70,0
light rain,60,0
light rain,30,0
light rain,80,0
light intensity shower rain,80,1
light rain,110,0
light rain,70,1
light rain,70,0
light intensity shower rain,40,1
light rain,0,0
light rain,50,0
light rain,30,0
light intensity shower rain,0,0
light rain,0,0
light rain,20,0
light rain,40,0
light rain,30,1
light rain,50,1
light rain,40,1
light rain,40,1
light rain,70,1
light rain,70,1
light intensity shower rain,60,1
light intensity shower rain,80,1
light rain,70,2
light rain,70,2
light intensity shower rain,80,2
light intensity shower rain,70,2
light intensity shower rain,60,2
light intensity shower rain,70,2
light intensity shower rain,70,2
light intensity shower rain,70,3
overcast clouds,65,3
light rain,60,4
light rain,70,4
light rain,70,4
light rain,70,5
light rain,70,5
light rain,70,4
mist,60,3
light rain,60,2
mist,80,2
light rain,157,1
light rain,0,0
light rain,290,0
light rain,340,0
light rain,0,0
light rain,0,0
light rain,0,0
light rain,0,0
light rain,60,0
proximity shower rain,360,1
light rain,50,0
light rain,40,0
light intensity shower rain,30,0
light rain,340,1
light rain,0,0
light rain,0,0
light rain,0,0
light rain,0,0
light rain,310,1
light rain,10,0
light rain,0,0
light rain,0,0
light rain,0,0
mist,0,0
light rain,210,7
light rain,0,0
mist,110,0
light intensity shower rain,0,0
light intensity shower rain,100,1
light intensity shower rain,50,0
light intensity shower rain,60,0
light intensity shower rain,20,0
light intensity shower rain,0,0
mist,130,2
light rain,30,1
light rain,20,0
light rain,40,0
light intensity drizzle,30,1
light intensity drizzle,40,0
light rain,60,1
light rain,80,0
light rain,0,0
light rain,40,1
light rain,130,2
light rain,150,3
light rain,126,1
light rain,70,1
light intensity shower rain,80,0
light rain,270,0
mist,0,0
mist,0,0
light rain,0,0
light intensity shower rain,290,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
light rain,30,1
light rain,20,1
light rain,30,1
light rain,60,1
light rain,40,1
light intensity shower rain,60,1
light intensity shower rain,70,2
light intensity shower rain,50,1
light rain,40,1
light rain,50,0
light intensity shower rain,40,0
light rain,30,0
light rain,30,0
mist,40,0
mist,20,0
snow,350,1
mist,300,0
light intensity shower rain,300,2
light rain,270,1
sky is clear,270,1
sky is clear,290,0
sky is clear,290,12
sky is clear,283,9
sky is clear,277,6
sky is clear,277,6
sky is clear,277,6
sky is clear,277,6
sky is clear,277,6
scattered clouds,266,4
sky is clear,255,2
sky is clear,255,2
sky is clear,255,2
sky is clear,255,2
sky is clear,255,2
sky is clear,255,2
overcast clouds,320,3
overcast clouds,320,3
overcast clouds,320,3
overcast clouds,320,3
overcast clouds,320,3
overcast clouds,320,3
overcast clouds,34,1
overcast clouds,34,1
fog,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,100,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
light rain,0,0
light rain,0,0
light rain,0,0
light rain,0,0
light rain,0,0
light intensity shower rain,70,0
light intensity shower rain,0,0
light intensity shower rain,0,0
heavy snow,0,0
heavy snow,0,0
heavy snow,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
light rain,0,0
light rain,0,0
light rain,270,0
light rain,210,0
light rain,0,0
light rain,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,60,0
broken clouds,80,1
broken clouds,90,1
mist,0,0
mist,0,0
mist,0,0
light rain,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
mist,0,0
light rain,0,0
light rain,70,1
light rain,80,1
light rain,80,1
light rain,80,1
overcast clouds,70,1
overcast clouds,90,1
light intensity shower rain,80,1
overcast clouds,70,1
overcast clouds,50,1
overcast clouds,70,1
light intensity shower rain,70,1
light rain,70,1
mist,80,1
mist,60,2
light rain,130,7
moderate rain,120,6
moderate rain,110,5
moderate rain,110,5
moderate rain,22,3
moderate rain,22,0
moderate rain,22,0
moderate rain,22,0
moderate rain,22,1
moderate rain,80,1
moderate rain,0,0
light intensity shower rain,0,0
light intensity shower rain,0,0
light intensity drizzle,10,0
light intensity shower rain,0,0
mist,0,0
mist,0,0
mist,10,1
light intensity shower rain,0,0
light intensity shower rain,0,0
scattered clouds,0,0
scattered clouds,20,0
scattered clouds,0,0
scattered clouds,0,0
fog,20,0
scattered clouds,0,0
fog,190,0
sky is clear,0,0
sky is clear,0,0
sky is clear,80,0
sky is clear,0,0
sky is clear,300,4
overcast clouds,310,4
sky is clear,0,0
sky is clear,360,0
sky is clear,10,0
sky is clear,10,0
sky is clear,20,0
scattered clouds,360,0
scattered clouds,0,0
scattered clouds,0,0
scattered clouds,0,0
light intensity drizzle,0,0
scattered clouds,0,0
broken clouds,0,0
broken clouds,30,0
mist,30,0
mist,90,1
mist,100,0
mist,90,2
mist,80,1
mist,70,1
light intensity shower rain,70,1
mist,50,1
mist,70,2
mist,80,2
mist,70,4
light rain,80,2
mist,70,2
mist,70,1
mist,70,1
mist,70,1
mist,80,1
mist,0,0
mist,0,0
mist,0,0
mist,0,0
light rain,0,0
light intensity shower rain,280,0
light rain,0,0
mist,20,0
mist,0,0
light rain,0,0
light rain,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,220,0
sky is clear,0,0
sky is clear,0,0
proximity shower rain,0,0
sky is clear,0,0
sky is clear,0,0
sky is clear,60,1
sky is clear,80,1
sky is clear,50,0
sky is clear,80,2
sky is clear,80,2
sky is clear,80,1
sky is clear,70,2
sky is clear,70,2
sky is clear,70,1
light rain,70,3
light rain,70,3
heavy snow,80,3
heavy snow,70,5
heavy snow,80,4
heavy snow,70,5
fog,80,4
light rain,70,4
light rain,70,4
mist,70,3
mist,70,3
mist,70,2
mist,70,2
light rain,80,2
moderate rain,80,2
moderate rain,60,1
moderate rain,70,1
moderate rain,0,0
overcast clouds,0,0
overcast clouds,320,1
overcast clouds,20,0
overcast clouds,350,1
overcast clouds,20,0
overcast clouds,20,0
light rain,40,0
light rain,30,1
light rain,70,1
fog,70,1
light rain,70,1
fog,80,2
fog,60,1
fog,90,1
fog,90,2
light rain,80,2
light rain,80,2
light rain,80,3
light rain,80,4
moderate rain,80,3
moderate rain,90,3
light rain,120,0
light rain,80,0
light rain,0,0
light rain,70,1
light rain,70,3
light rain,80,2
light rain,70,1
light rain,50,0
light rain,0,0
light rain,0,0
light rain,0,0
light rain,280,1
light rain,300,1
heavy snow,300,1
light rain,290,1
light intensity shower rain,310,1
mist,300,2
light rain,310,3
light rain,300,2
light rain,320,3
light rain,320,0
proximity shower rain,320,2
light rain,310,3
light rain,330,1
light rain,350,1
light rain,10,0
light rain,0,0
light rain,0,0
light rain,70,1
light rain,0,0
light rain,80,1
light rain,70,1
light rain,100,1
light rain,70,0
light rain,80,1
light intensity shower rain,60,1
light rain,90,1
light rain,60,1
light rain,100,0
light rain,0,0
proximity shower rain,100,0
light rain,90,1
heavy shower snow,100,0
light rain,90,0
heavy shower snow,0,0
heavy shower snow,0,0
light rain,0,0
light rain,20,1
light rain,70,1
light rain,80,2
light rain,80,1
overcast clouds,80,1
overcast clouds,80,2
overcast clouds,70,3
light rain,80,3
overcast clouds,80,4
heavy snow,80,5
heavy snow,70,4
heavy snow,70,4
heavy snow,80,4
heavy snow,80,4
heavy snow,70,4
heavy snow,70,4
moderate rain,90,8
moderate rain,96,5
fog,80,4
moderate rain,70,3
heavy snow,60,4
heavy snow,60,3
heavy snow,70,3
light rain,80,2
light rain,80,2
light rain,70,2
light rain,70,1
moderate rain,70,2
light rain,70,3
light rain,70,2
light rain,80,3
light rain,70,1
mist,80,1
mist,80,2
mist,70,2
light rain,70,2
light rain,70,1
light rain,50,1
light rain,50,1
overcast clouds,45,1
heavy snow,40,0
heavy snow,160,0
light intensity shower rain,40,1
light intensity shower rain,20,1
moderate rain,110,0
moderate rain,90,0
moderate rain,70,1
proximity shower rain,30,1
moderate rain,70,1
moderate rain,70,1
moderate rain,70,1
moderate rain,80,2
scattered clouds,70,2
scattered clouds,70,2
scattered clouds,60,3
scattered clouds,70,2
scattered clouds,70,2
broken clouds,90,8
broken clouds,90,6
broken clouds,90,5
broken clouds,90,5
overcast clouds,110,6
overcast clouds,0,0
light rain,90,7
light rain,90,2
light rain,80,5
mist,100,8
light rain,90,8
broken clouds,90,5
scattered clouds,70,3
broken clouds,90,3
overcast clouds,110,3
scattered clouds,80,3
broken clouds,80,2
broken clouds,110,2
broken clouds,180,1
broken clouds,210,3
broken clouds,170,3
broken clouds,105,3
broken clouds,40,4
overcast clouds,40,3
overcast clouds,90,3
overcast clouds,100,3
overcast clouds,0,0
overcast clouds,0,0
overcast clouds,210,3
overcast clouds,270,3
light rain,330,1
light rain,160,2
light rain,100,5
overcast clouds,90,7
overcast clouds,90,5
overcast clouds,90,4
overcast clouds,90,6
overcast clouds,100,8
light rain,100,7
light rain,120,5
light rain,140,6
light rain,150,5
overcast clouds,140,8
overcast clouds,130,4
overcast clouds,130,5
light intensity shower rain,120,8
overcast clouds,120,6
overcast clouds,100,6
light intensity shower rain,90,5
light intensity shower rain,100,7
light intensity shower rain,100,5
light intensity shower rain,100,7
light rain,90,6
light rain,100,7
overcast clouds,90,6
light rain,100,6
overcast clouds,50,4
light intensity shower rain,120,4
light rain,130,5
overcast clouds,50,4
light rain,20,3
overcast clouds,10,2
light intensity shower rain,30,3
light intensity shower rain,50,3
overcast clouds,90,2
broken clouds,100,2
broken clouds,140,1
broken clouds,300,1
broken clouds,330,2
light intensity shower rain,340,3
broken clouds,10,1
broken clouds,290,4
broken clouds,330,1
overcast clouds,290,2
overcast clouds,0,0
overcast clouds,320,2
overcast clouds,360,1
overcast clouds,0,0
broken clouds,100,3
overcast clouds,90,3
light intensity shower rain,100,2
light intensity shower rain,90,3
overcast clouds,100,3
overcast clouds,90,4
overcast clouds,100,5
overcast clouds,90,5
light intensity shower rain,90,4
overcast clouds,90,3
overcast clouds,100,6
overcast clouds,110,2
overcast clouds,100,3
overcast clouds,90,5
overcast clouds,110,4
overcast clouds,90,5
overcast clouds,110,2
overcast clouds,100,3
overcast clouds,100,4
overcast clouds,100,5
overcast clouds,80,3
overcast clouds,90,5
overcast clouds,110,4
light rain,120,4
light rain,120,4
light rain,110,4
light rain,110,5
light rain,100,10
light rain,100,7
light rain,120,6
overcast clouds,100,4
overcast clouds,80,7
overcast clouds,90,3
overcast clouds,100,3
overcast clouds,100,3
light intensity drizzle,90,4
light rain,110,4
light intensity shower rain,100,2
light intensity shower rain,100,3
overcast clouds,80,4
overcast clouds,90,4
broken clouds,90,2
broken clouds,100,4
overcast clouds,110,3
light intensity drizzle,120,3
overcast clouds,90,4
few clouds,157,0
light intensity drizzle,110,4
light intensity drizzle,90,3
light intensity drizzle,100,3
light intensity drizzle,90,3
mist,70,3
mist,70,3
mist,70,2
mist,30,3
light rain,360,2
light rain,10,1
overcast clouds,110,1
light intensity drizzle,250,1
mist,320,2
mist,150,1
mist,190,1
overcast clouds,0,0
overcast clouds,340,1
overcast clouds,340,2
overcast clouds,320,1
broken clouds,350,2
overcast clouds,0,0
overcast clouds,70,2
sky is clear,157,0
mist,100,2
overcast clouds,120,2
overcast clouds,115,2
overcast clouds,110,3
overcast clouds,120,1
mist,80,2
mist,120,3
mist,120,3
overcast clouds,100,2
mist,90,3
overcast clouds,90,2
overcast clouds,90,3
overcast clouds,100,3
overcast clouds,80,3
overcast clouds,80,3
light intensity drizzle,90,3
light intensity drizzle,80,3
light intensity drizzle rain,70,3
light intensity drizzle,70,3
light intensity drizzle,80,2
overcast clouds,80,3
overcast clouds,80,3
overcast clouds,70,3
overcast clouds,80,2
overcast clouds,90,2
overcast clouds,80,3
overcast clouds,90,2
overcast clouds,120,3
proximity shower rain,110,2
light rain,120,2
heavy shower snow,110,1
light rain,90,2
light rain,340,1
heavy shower snow,20,2
light rain,360,2
light rain,0,0
light rain,40,1
light rain,100,1
light rain,0,0
light intensity drizzle,100,1
light intensity drizzle,0,0
light intensity drizzle rain,0,0
light intensity drizzle rain,120,1
light intensity drizzle rain,120,3
light intensity drizzle rain,120,3
scattered clouds,90,2
light rain,110,2
light rain,100,2
light rain,90,1
mist,80,3
mist,90,2
mist,100,2
overcast clouds,110,1
fog,110,2
fog,120,2
fog,140,1
fog,0,0
broken clouds,290,2
overcast clouds,0,0
broken clouds,330,1
broken clouds,290,1
sky is clear,20,2
scattered clouds,36,2
broken clouds,53,2
broken clouds,53,2
fog,70,2
fog,100,2
mist,360,1
mist,0,0
broken clouds,40,2
few clouds,0,0
fog,80,2
fog,100,2
scattered clouds,120,2
scattered clouds,110,2
broken clouds,110,2
scattered clouds,90,1
scattered clouds,140,1
few clouds,160,2
few clouds,160,1
broken clouds,180,1
scattered clouds,130,2
scattered clouds,0,0
few clouds,0,0
broken clouds,120,1
overcast clouds,90,1
few clouds,100,3
overcast clouds,120,4
overcast clouds,100,4
overcast clouds,110,2
broken clouds,100,2
broken clouds,110,3
overcast clouds,90,3
overcast clouds,80,3
overcast clouds,80,1
overcast clouds,310,2
overcast clouds,0,0
light intensity shower rain,0,0
light rain,350,1
light rain,0,0
light rain,170,1
overcast clouds,170,2
overcast clouds,180,1
broken clouds,240,2
scattered clouds,240,2
scattered clouds,310,2
scattered clouds,350,2
broken clouds,310,1
few clouds,320,1
scattered clouds,320,4
few clouds,10,3
fog,110,3
fog,110,3
fog,100,3
mist,80,2
mist,90,4
mist,90,3
mist,10,2
fog,80,1
fog,0,0
fog,0,0
fog,0,0
fog,0,0
fog,110,2
mist,0,0
mist,0,0
mist,0,0
fog,0,0
fog,280,1
mist,0,0
mist,0,0
mist,110,1
fog,100,1
mist,0,0
broken clouds,28,0
broken clouds,57,1
broken clouds,57,1
broken clouds,57,1
broken clouds,57,1
broken clouds,57,1
broken clouds,57,1
overcast clouds,59,1
sky is clear,72,1
broken clouds,140,2
broken clouds,110,3
overcast clouds,100,3
scattered clouds,110,2
scattered clouds,110,1
broken clouds,0,0
broken clouds,310,1
broken clouds,230,1
overcast clouds,290,1
broken clouds,250,1
few clouds,270,1
few clouds,110,2
scattered clouds,20,1
few clouds,110,1
few clouds,0,0
few clouds,0,0
few clouds,180,1
few clouds,0,0
fog,0,0
sky is clear,90,1
