Vancouver,temp
sky is clear,280.03
sky is clear,278.43
sky is clear,278.4081813
sky is clear,276.2
sky is clear,276.1535861
sky is clear,275.13
sky is clear,274.8364391
sky is clear,274.46
sky is clear,274.0358835
sky is clear,271.1109417
sky is clear,273.86
sky is clear,273.7112947
sky is clear,273.45
sky is clear,273.2659073
sky is clear,272.94
sky is clear,270.521409
sky is clear,272.3
sky is clear,272.718627
sky is clear,274.09
sky is clear,274.8908758
sky is clear,277.52
sky is clear,277.3818851
sky is clear,278.3662137
sky is clear,279.31
sky is clear,278.250471
sky is clear,278.582
sky is clear,278.5596507
sky is clear,278.184
sky is clear,278.1349925
sky is clear,277.613
sky is clear,276.5589304
sky is clear,273.15
sky is clear,273.28332
sky is clear,273.72
sky is clear,273.6018905
sky is clear,273.46
sky is clear,270.7136247
sky is clear,272.92
sky is clear,272.6138452
sky is clear,271.94
sky is clear,272.1991562
sky is clear,269.477409
sky is clear,273.4
sky is clear,274.3627109
sky is clear,277.09
sky is clear,276.8140582
sky is clear,278.51
sky is clear,278.0073863
sky is clear,276.4131932
sky is clear,278.31
sky is clear,276.663613
sky is clear,274.87
sky is clear,273.9
sky is clear,273.8891017
sky is clear,272.92
sky is clear,272.9037535
sky is clear,270.7687291
sky is clear,272.56
sky is clear,272.5644283
sky is clear,272.57
sky is clear,270.3199655
sky is clear,272.32
sky is clear,272.0293569
sky is clear,271.3
sky is clear,271.2434103
sky is clear,268.7833458
few clouds,270.91
few clouds,272.0109327
sky is clear,274.3190175
few clouds,276.77
few clouds,277.2334647
sky is clear,278.31
sky is clear,277.3847958
sky is clear,276.88
sky is clear,276.8024091
sky is clear,275.54
sky is clear,275.4414423
sky is clear,274.16
sky is clear,273.7231671
sky is clear,273.8
sky is clear,273.8615684
sky is clear,274.12
sky is clear,273.5958327
sky is clear,272.86
sky is clear,271.0932
sky is clear,272.74
sky is clear,272.8180938
sky is clear,273.07
sky is clear,273.0718074
sky is clear,269.9366667
sky is clear,271.5623333
broken clouds,273.86
broken clouds,275.1757201
overcast clouds,278.52
overcast clouds,278.5304619
scattered clouds,278.2691553
overcast clouds,279.19
overcast clouds,278.805716
overcast clouds,277.87
broken clouds,275.7177217
overcast clouds,276.42
broken clouds,275.7953279
broken clouds,274.93
few clouds,274.69
few clouds,274.5672327
scattered clouds,273.1276164
broken clouds,274.82
broken clouds,274.5832384
overcast clouds,273.97
overcast clouds,274.0715997
overcast clouds,274.32
overcast clouds,273.9467128
overcast clouds,274.6899902
overcast clouds,273.9590398
fog,275.28
overcast clouds,271.0594105
light snow,263.15
overcast clouds,266.6466199
overcast clouds,271.0131715
fog,280.28
overcast clouds,279.3987616
overcast clouds,279.7332019
fog,279.29
overcast clouds,278.28
overcast clouds,278.2581848
overcast clouds,277.8
overcast clouds,277.6877566
overcast clouds,277.87
overcast clouds,277.6993336
broken clouds,275.7611668
overcast clouds,277.41
overcast clouds,277.1321457
overcast clouds,276.71
overcast clouds,276.6549411
broken clouds,276.54
broken clouds,275.7555873
fog,276.28
overcast clouds,276.3987424
overcast clouds,277.0173712
overcast clouds,277.4711417
overcast clouds,278.18
overcast clouds,279.4057457
overcast clouds,281.15
overcast clouds,280.9663383
overcast clouds,280.2761692
overcast clouds,281.07
broken clouds,278.97
broken clouds,278.9335348
broken clouds,278.8808384
overcast clouds,278.79
overcast clouds,279.18
overcast clouds,278.9509196
overcast clouds,271.3250088
overcast clouds,264.89
overcast clouds,270.8635857
overcast clouds,280.11
light rain,278.9023166
light rain,280.69
overcast clouds,280.3786012
light rain,279.85
moderate rain,279.5746036
moderate rain,278.234
moderate rain,278.258
fog,279.9
moderate rain,279.9486708
moderate rain,280.0023354
proximity shower rain,282.28
overcast clouds,282.2423068
broken clouds,282.04
broken clouds,282.038608
light rain,281.89
light rain,281.853181
light rain,281.77
moderate rain,281.7617059
moderate rain,280.3398529
fog,281.78
overcast clouds,281.8783837
overcast clouds,282.01
overcast clouds,282.01
light rain,282.01
moderate rain,281.0416929
overcast clouds,282.01
overcast clouds,281.9775406
mist,281.9
overcast clouds,281.8857616
moderate rain,280.5698011
mist,281.75
heavy intensity rain,281.748362
heavy intensity rain,281.2413333
heavy intensity rain,281.4316667
mist,281.96
overcast clouds,281.9207551
mist,281.85
overcast clouds,281.8199605
heavy intensity rain,281.2119457
mist,281.51
overcast clouds,281.4203636
mist,281.3
heavy intensity rain,281.0267452
light rain,281.8
overcast clouds,281.5737353
overcast clouds,281.28
broken clouds,281.1189524
broken clouds,280.88
heavy intensity rain,279.864914
few clouds,280.61
scattered clouds,280.4228661
overcast clouds,280.02
overcast clouds,279.9045088
heavy intensity rain,277.7165046
broken clouds,279.41
broken clouds,279.4268946
heavy intensity rain,280.5666027
light rain,282.28
broken clouds,282.2688254
heavy intensity rain,281.7438963
broken clouds,282.18
proximity shower rain,281.28
broken clouds,281.244507
scattered clouds,279.48
scattered clouds,279.4786737
few clouds,279.44
light rain,279.3421878
overcast clouds,279.01
overcast clouds,279.0659433
overcast clouds,279.28
overcast clouds,279.5991062
light rain,279.99
moderate rain,279.5923319
light rain,280.71
overcast clouds,280.5812746
light rain,280.28
heavy intensity rain,280.0494509
heavy intensity rain,278.4853333
heavy intensity rain,278.6236667
fog,280.52
broken clouds,281.131014
scattered clouds,282.39
scattered clouds,282.4690351
heavy intensity rain,281.623551
scattered clouds,283.29
scattered clouds,282.9970681
few clouds,282.04
few clouds,279.92
few clouds,279.8540098
sky is clear,278.0533091
sky is clear,278.18
scattered clouds,278.86
scattered clouds,278.5624113
scattered clouds,276.7057057
few clouds,277.42
scattered clouds,277.7058873
overcast clouds,278.12
overcast clouds,278.2782342
overcast clouds,278.55
overcast clouds,277.7177119
overcast clouds,278.7265938
mist,278.85
light rain,278.6629007
overcast clouds,279.0553584
light rain,279.21
light rain,279.3496071
mist,280.14
moderate rain,280.034029
moderate rain,279.6395145
mist,280.13
overcast clouds,280.0260699
mist,279.88
overcast clouds,280.0676583
mist,280.3
heavy intensity rain,279.9663805
mist,280.28
overcast clouds,280.2191272
light rain,280.14
overcast clouds,280.0719173
light rain,279.98
heavy intensity rain,279.2448358
overcast clouds,280.15
overcast clouds,280.1136603
light rain,280.03
heavy intensity rain,279.8543916
heavy intensity rain,278.6153333
heavy intensity rain,278.8086667
light rain,279.64
heavy intensity rain,279.6828767
heavy intensity rain,279.7359384
mist,280.15
heavy intensity rain,280.1018174
heavy intensity rain,279.9434087
mist,279.5
overcast clouds,279.5129898
mist,279.53
mist,279.01
heavy intensity rain,278.93451
heavy intensity rain,278.066255
mist,279.01
overcast clouds,278.8331114
mist,278.62
overcast clouds,278.62
mist,278.62
heavy intensity rain,278.2006744
light rain,278.78
overcast clouds,278.8441368
overcast clouds,278.98
overcast clouds,279.0262941
heavy intensity rain,278.5071144
fog,279.28
overcast clouds,279.2895897
heavy intensity rain,279.7447827
light intensity drizzle,280.28
overcast clouds,280.4520179
mist,280.9
heavy intensity rain,281.8446744
mist,282.66
overcast clouds,282.7954419
light rain,282.97
light rain,284.1
heavy intensity rain,284.0997552
heavy intensity rain,284.0533776
light rain,284.41
overcast clouds,284.5894696
overcast clouds,284.81
overcast clouds,284.8831114
overcast clouds,284.99
heavy intensity rain,284.5616287
broken clouds,284.82
broken clouds,284.6525811
light rain,284.29
heavy intensity rain,284.2006353
heavy intensity rain,283.6823333
heavy intensity rain,283.6256667
light intensity shower rain,284.29
broken clouds,280.1443968
snow,272.15
overcast clouds,272.0900477
very heavy rain,278.8548659
heavy snow,271.15
overcast clouds,274.0434177
light intensity shower rain,286.03
moderate rain,284.8463328
overcast clouds,285.53
overcast clouds,285.29505
light intensity shower rain,284.9
overcast clouds,285.3
heavy intensity rain,285.1758109
heavy intensity rain,284.0959054
overcast clouds,285.01
overcast clouds,284.3436064
light rain,282.77
overcast clouds,282.0764729
overcast clouds,280.3
heavy intensity rain,280.5843963
broken clouds,279.7867461
broken clouds,279.05
heavy intensity rain,279.051733
broken clouds,279.4252107
scattered clouds,280.03
heavy intensity rain,279.9285379
broken clouds,280.03
broken clouds,279.9505371
scattered clouds,279.68
broken clouds,278.04
broken clouds,278.0349526
light snow,277.33
overcast clouds,277.3070802
light snow,275.18
moderate rain,275.1815517
light snow,273.38
moderate rain,273.4181756
moderate rain,273.8530878
light snow,272.55
overcast clouds,272.1571142
light snow,271.41
overcast clouds,271.1942251
overcast clouds,270.7
moderate rain,270.59839
broken clouds,270.13
moderate rain,270.0980746
moderate rain,269.7770373
few clouds,269.44
moderate rain,269.4940645
moderate rain,270.1675322
few clouds,270.59
few clouds,270.5790608
few clouds,270.54
few clouds,270.3259796
few clouds,269.83
sky is clear,269.54
sky is clear,269.5243681
sky is clear,268.68
sky is clear,268.437599
sky is clear,268.42
sky is clear,268.15264
sky is clear,266.80082
sky is clear,268.04
sky is clear,267.8746511
sky is clear,267.63
sky is clear,267.482487
sky is clear,267.17
sky is clear,266.7290205
few clouds,266.8367562
few clouds,266.34
few clouds,266.3906158
scattered clouds,258.7303201
broken clouds,245.15
broken clouds,248.9412006
broken clouds,254.9672484
few clouds,272.0026753
scattered clouds,272.91
broken clouds,272.6129652
broken clouds,272.17
broken clouds,270.4399014
broken clouds,271.64
broken clouds,271.3286076
broken clouds,270.7
broken clouds,270.59
broken clouds,270.4822361
broken clouds,268.936618
broken clouds,270.33
broken clouds,270.2816574
overcast clouds,270.15
broken clouds,270.0494525
scattered clouds,269.72
scattered clouds,269.4376289
scattered clouds,269.4704279
scattered clouds,268.0528241
light snow,268.97
scattered clouds,270.6031586
sky is clear,275.047
light snow,273.45
light snow,273.88
few clouds,273.9353074
light snow,274.34
light snow,273.55
light snow,273.58
broken clouds,273.26
broken clouds,273.26
scattered clouds,272.88
scattered clouds,272.65
sky is clear,271.15
sky is clear,271.0788357
sky is clear,268.6389179
sky is clear,271.16
sky is clear,270.9578906
sky is clear,270.56
sky is clear,270.4051752
sky is clear,270
sky is clear,268.4313757
scattered clouds,270.0740534
scattered clouds,266.9843908
broken clouds,270.21
broken clouds,267.3106515
light snow,250.15
scattered clouds,274.85
scattered clouds,275.74
scattered clouds,276.18
scattered clouds,275.96
scattered clouds,275.98
scattered clouds,275.15
few clouds,273.87
few clouds,273.79
few clouds,273.8
few clouds,273.86
few clouds,273.85
few clouds,274.11
few clouds,274.1
sky is clear,273.26
few clouds,273.25
sky is clear,271.68
sky is clear,272.14
sky is clear,272.17
sky is clear,271.81
few clouds,271.94
scattered clouds,271.93
broken clouds,272.49
broken clouds,274.6
broken clouds,274.75
few clouds,277.15
few clouds,277.15
few clouds,278.4
few clouds,278.4
few clouds,276.62
few clouds,274.93
few clouds,274.76
few clouds,274.16
sky is clear,273.66
sky is clear,273.55
sky is clear,272.9
sky is clear,273.13
scattered clouds,273.46
overcast clouds,273.59
broken clouds,273.99
overcast clouds,273.86
broken clouds,273.59
overcast clouds,274.02
overcast clouds,274.04
overcast clouds,274.3
overcast clouds,274.05
overcast clouds,274.51
overcast clouds,274.52
overcast clouds,275.92
overcast clouds,276.66
overcast clouds,277.05
overcast clouds,277.0715274
light rain,277.17
light rain,276.72
smoke,276.61
smoke,276.4
fog,276.51
fog,276.64
mist,277.01
mist,276.65
light rain,276.55
mist,276.58
mist,276.73
mist,276.73
mist,276.58
overcast clouds,276.71
overcast clouds,276.8
moderate rain,276.3704288
mist,276.91
dust,276.65
moderate rain,276.7575473
mist,276.9
overcast clouds,277.0118822
mist,277.96
mist,278.08
overcast clouds,278.2602655
mist,278.5
mist,278.82
fog,279.53
mist,279.74
mist,278.89
fog,278.39
mist,278.65
mist,278.78
overcast clouds,278.86
overcast clouds,279.17
light rain,279.58
light rain,279.84
light rain,280.31
light rain,280.14
light rain,280.49
moderate rain,280.62
mist,280.39
fog,280.26
heavy intensity rain,280.3482802
fog,280.36
mist,280.69
mist,281.26
broken clouds,281.49
broken clouds,281.4918835
broken clouds,281.74
broken clouds,281.52
mist,281.42
mist,282
mist,282.01
mist,281.58
mist,281.43
overcast clouds,281.8
overcast clouds,281.63
overcast clouds,281.45
overcast clouds,281.45
overcast clouds,281.76
light rain,280.8790757
overcast clouds,281.14
overcast clouds,280.39
light rain,279.6400255
mist,280.24
mist,279.88
mist,279.87
fog,280.88
broken clouds,281.0058119
broken clouds,281.63
broken clouds,282.39
broken clouds,282.4932072
broken clouds,281.7
broken clouds,280.87
fog,279.98
fog,279.69
fog,279.9
fog,280.14
fog,280.18
overcast clouds,280.73
overcast clouds,280.73
light rain,280.58
light rain,280
light rain,279.99
light rain,281.31
light rain,280.95
light rain,280.93
light rain,280.7008261
light intensity shower rain,280.44
fog,281.76
fog,280.88
broken clouds,281.85
overcast clouds,282.72
light rain,283.17
light rain,283.19
overcast clouds,283.1192581
light intensity shower rain,282.64
light intensity shower rain,282.19
light intensity shower rain,282.1
moderate rain,282.78
moderate rain,282.78
light rain,282.76
light rain,282.78
light rain,282.88
moderate rain,282.57
light rain,282.86
light rain,282.86
light rain,283.11
light rain,284
light rain,284
overcast clouds,284.0925724
light rain,284.66
fog,283.89
mist,284.69
mist,284.91
fog,284.79
overcast clouds,284.8684374
fog,285.24
light snow,275.38
broken clouds,276.8608599
mist,286.23
mist,285.1
mist,284.76
broken clouds,285.4
overcast clouds,285.28
overcast clouds,285.53
broken clouds,284.66
overcast clouds,284.71
overcast clouds,284.55
light rain,284.39
light rain,283.56
heavy intensity rain,283.5607483
heavy intensity rain,283.5643742
overcast clouds,283.2500397
light rain,282.98
light rain,283.14
overcast clouds,283.3676568
mist,284.21
mist,284.67
overcast clouds,284.6554659
mist,284.47
mist,284.65
mist,284.43
overcast clouds,284.365454
light intensity shower rain,284.08
light intensity shower rain,283.21
light intensity shower rain,279.14
light intensity shower rain,283.32
overcast clouds,283.02
overcast clouds,283.02
overcast clouds,283.31
light rain,282.58
light rain,282.58
light rain,282.58
overcast clouds,282.6
overcast clouds,282.3
overcast clouds,282.31
broken clouds,281.87
overcast clouds,281.86
overcast clouds,281.86
fog,281.08
fog,280.97
fog,280.99
light rain,280.98
fog,281.09
fog,280.86
mist,280.72
mist,281.07
mist,281.08
fog,281.18
fog,280.97
moderate rain,280.96
mist,281.64
light rain,282.13
light rain,282.11
overcast clouds,283.85
overcast clouds,283.57
overcast clouds,283.33
overcast clouds,282.86
overcast clouds,282.44
overcast clouds,282.29
overcast clouds,282.88
overcast clouds,282.88
fog,282.3
fog,281.24
fog,281.26
sky is clear,280.481
fog,281.28
fog,281.3
fog,282.69
fog,282.98
fog,283.07
fog,282.43
fog,281.11
fog,280.09
fog,280.11
fog,279.29
fog,278.67
fog,278.79
fog,278.57
fog,278.18
fog,278.01
fog,278.16
fog,278.46
fog,278.46
overcast clouds,278.58
broken clouds,278.46
broken clouds,278.48
overcast clouds,277.98
fog,277.87
fog,277.88
fog,278.33
fog,278.71
fog,279.32
mist,279.64
fog,279.65
fog,279.67
fog,279.08
fog,278.09
fog,278.12
fog,277.76
fog,277.76
fog,277.75
sky is clear,276.86
sky is clear,276.85
sky is clear,276.6
sky is clear,276.43
sky is clear,275.67
sky is clear,275.67
few clouds,276.09
few clouds,275.32
few clouds,275.33
fog,274.94
fog,274.77
fog,275.49
broken clouds,276.73
broken clouds,277.94
broken clouds,277.95
broken clouds,279.63
broken clouds,279.98
broken clouds,279.32
broken clouds,278.64
scattered clouds,277.4
scattered clouds,276.54
fog,275.92
fog,275.93
fog,275.04
sky is clear,276.36
sky is clear,275.72
sky is clear,275.28
sky is clear,274.88
sky is clear,274.89
sky is clear,275.28
sky is clear,274.93
sky is clear,274.97
sky is clear,274.08
sky is clear,273.97
few clouds,273.96
few clouds,274.74
few clouds,274.8110286
broken clouds,276.87
broken clouds,276.9
broken clouds,277.2730333
broken clouds,277.1320853
broken clouds,278.53
broken clouds,278.28
broken clouds,277.62
broken clouds,277.91
overcast clouds,277.9
overcast clouds,277.9
overcast clouds,278.27
overcast clouds,278.28
overcast clouds,278.27
overcast clouds,278.36
overcast clouds,277.99
overcast clouds,278
light rain,278.43
overcast clouds,278.15
overcast clouds,278.43
overcast clouds,277.9
light rain,277.52
light rain,277.5
overcast clouds,277.2457662
light rain,277.63
overcast clouds,278.14
light rain,271.55
overcast clouds,279.49
overcast clouds,279.4751552
light rain,279.37
light rain,279.37
light rain,278.72
overcast clouds,279.39
overcast clouds,279.56
overcast clouds,279.4
overcast clouds,279.38
overcast clouds,279.78
broken clouds,279.7
broken clouds,279.29
overcast clouds,279
overcast clouds,278.86
overcast clouds,278.86
overcast clouds,278.72
overcast clouds,278.45
overcast clouds,278.4
overcast clouds,278.39
fog,278.19
fog,278.28
fog,278.17
light rain,278.84
light rain,279.39
light rain,279.72
overcast clouds,279.677816
light rain,279.41
light rain,279.08
light rain,279.07
fog,279.4
fog,279.15
fog,279.15
mist,279.15
mist,279.26
light rain,279.13
light rain,279.13
light intensity drizzle,279.13
mist,279.13
mist,279.13
mist,279.13
mist,279.13
fog,279.02
overcast clouds,278.1170846
mist,272.25
moderate rain,273.1627194
mist,278.95
mist,279.39
mist,279.4
fog,280.29
overcast clouds,280.2936386
fog,280.39
fog,280.17
fog,280.17
fog,280.14
fog,280.51
mist,280.62
mist,281
mist,280.89
light rain,280.57
overcast clouds,281.01
overcast clouds,281.01
overcast clouds,280.86
broken clouds,280.58
broken clouds,280.58
broken clouds,280.46
heavy intensity rain,280.0617622
broken clouds,280.0802817
mist,279.53
light intensity shower rain,279.21
light rain,279.97
scattered clouds,280.1005144
light rain,280.69
light intensity shower rain,280.86
overcast clouds,280.8302396
light intensity shower rain,280.42
light intensity shower rain,280.42
proximity shower rain,280.19
light intensity shower rain,280.26
overcast clouds,281.15
overcast clouds,281.03
overcast clouds,281.02
overcast clouds,281.01
light rain,280.99
light rain,281.02
light rain,280.44
light rain,280.43
light rain,280.44
light rain,280.46
light rain,279.87
light rain,279.64
overcast clouds,279.5838102
fog,278.94
fog,278.95
mist,279.17
mist,279.83
mist,279.95
mist,279.96
overcast clouds,279.4713478
mist,279.72
mist,279.72
mist,279.83
mist,280.14
mist,281.02
mist,281.03
mist,281.78
mist,281.77
mist,281.85
few clouds,280.6
few clouds,280.74
few clouds,280.6
few clouds,280.3
broken clouds,280.02
scattered clouds,279.44
broken clouds,279.2
broken clouds,279.07
light rain,278.53
light rain,278.3
light rain,279.17
fog,279.97
fog,280.85
mist,281.06
broken clouds,281.0703384
mist,281.18
mist,280.66
mist,280.4
mist,280.37
overcast clouds,280.53
overcast clouds,280.77
scattered clouds,280.39
scattered clouds,280.71
broken clouds,280.59
sky is clear,279.61
sky is clear,279.29
sky is clear,278.71
sky is clear,278.55
sky is clear,277.98
sky is clear,277.82
light rain,277.7169717
scattered clouds,277.4653455
fog,277.06
light rain,277.2901501
fog,277.29
overcast clouds,276.3950118
light snow,274.03
light rain,278.8557292
light rain,279.245
light rain,279.174
light rain,278.3725
light rain,278.545
light rain,277.987
fog,278.65
overcast clouds,278.6226045
fog,278.55
fog,278.39
overcast clouds,278.58
overcast clouds,278.42
overcast clouds,278.65
overcast clouds,278.45
overcast clouds,278.85
overcast clouds,278.8782579
light rain,278.99
moderate rain,278.8273939
mist,278.89
overcast clouds,278.8495671
fog,278.78
fog,278.28
fog,278.32
fog,278.29
fog,278.7
fog,278.7
heavy intensity rain,278.4185965
mist,279.14
mist,279.16
mist,279.04
mist,279.39
overcast clouds,279.41
mist,279.27
mist,279.27
overcast clouds,279.42
overcast clouds,279.42
overcast clouds,279.17
overcast clouds,279.43
light rain,279.41
overcast clouds,279.65307
overcast clouds,279.27
moderate rain,278.5669538
fog,278.68
moderate rain,278.4873852
moderate rain,278.1676926
light rain,278.72
broken clouds,278.8439886
light rain,279.68
light rain,279.69
light rain,279.95
light rain,279.84
light rain,279.63
overcast clouds,278.83
broken clouds,278.25
few clouds,278.26
scattered clouds,277.79
scattered clouds,277.9
scattered clouds,277.9
broken clouds,277.01
broken clouds,277.02
overcast clouds,277
overcast clouds,276.99
scattered clouds,277.02
scattered clouds,277.03
few clouds,277.21
broken clouds,276.7612173
broken clouds,276.662033
mist,276.3
fog,276.3
scattered clouds,277.51
scattered clouds,277.52
scattered clouds,278.62
scattered clouds,278.95
broken clouds,279.3891199
overcast clouds,279.38
light intensity drizzle,277.95
mist,276.94
mist,276.49
scattered clouds,275.79
scattered clouds,275.8
broken clouds,275.28
broken clouds,275.26
broken clouds,275.43
broken clouds,275.1973104
broken clouds,275.86
broken clouds,276.49
broken clouds,275.8790481
overcast clouds,276.5
overcast clouds,276.178141
overcast clouds,275.2165705
overcast clouds,276.0299677
overcast clouds,274.6453333
overcast clouds,275.0356667
overcast clouds,275.519
overcast clouds,275.8783333
overcast clouds,276.3306667
overcast clouds,277.958
light snow,277.5515595
light snow,277.0852797
overcast clouds,277.8666019
overcast clouds,277.812
light rain,277.2873772
overcast clouds,277.812
overcast clouds,277.7712113
mist,277.44
mist,277.58
overcast clouds,276.87
light rain,276.43
moderate rain,276.2911092
moderate rain,275.2143333
moderate rain,275.0836667
moderate rain,274.9875
moderate rain,274.8453333
moderate rain,274.7376667
heavy intensity rain,274.878
heavy intensity rain,274.6876667
heavy intensity rain,274.7453333
heavy intensity rain,275.2485
heavy intensity rain,275.1576667
heavy intensity rain,275.5123333
heavy intensity rain,275.34
heavy intensity rain,275.8703333
heavy intensity rain,275.8736667
sky is clear,278.177
few clouds,278.144
few clouds,278.144
few clouds,278.144
broken clouds,278.174
broken clouds,278.174
broken clouds,278.174
broken clouds,278.176
broken clouds,278.176
broken clouds,278.176
broken clouds,278.176
broken clouds,276.9854991
broken clouds,278.163408
broken clouds,275.7225035
scattered clouds,278.141
scattered clouds,277.5802207
scattered clouds,273.8796667
few clouds,273.9683333
scattered clouds,275.2585
few clouds,274.9466667
scattered clouds,275.8363333
broken clouds,278.076
broken clouds,278.125
broken clouds,278.125
broken clouds,278.125
broken clouds,278.125
few clouds,277.977
few clouds,277.977
few clouds,277.977
few clouds,277.839
few clouds,277.839
few clouds,277.839
scattered clouds,277.225
scattered clouds,277.225
scattered clouds,275.6590615
scattered clouds,273.8990308
few clouds,276.3480946
sky is clear,275.835
sky is clear,275.0015578
sky is clear,274.7855898
sky is clear,271.6386667
sky is clear,271.9303333
sky is clear,273.575686
sky is clear,273.4453044
sky is clear,275.669
sky is clear,275.407
sky is clear,275.577
sky is clear,275.577
sky is clear,275.5201769
sky is clear,273.9580811
sky is clear,275.055
sky is clear,275.055
sky is clear,274.723
sky is clear,274.406
sky is clear,274.723
sky is clear,274.406
sky is clear,274.175
sky is clear,274.175
sky is clear,274.029
sky is clear,273.951
sky is clear,273.951
sky is clear,273.951
sky is clear,272.2517437
sky is clear,272.1424494
sky is clear,266.673
sky is clear,267.336
sky is clear,273.349
sky is clear,273.1332332
sky is clear,272.1951166
sky is clear,273.657
sky is clear,273.657
sky is clear,273.657
sky is clear,273.657
sky is clear,273.392
sky is clear,273.392
sky is clear,273.392
scattered clouds,273.526
scattered clouds,273.526
scattered clouds,273.526
scattered clouds,273.526
scattered clouds,272.1388748
scattered clouds,273.727
scattered clouds,273.727
sky is clear,271.5707976
sky is clear,270.9189732
sky is clear,265.739
sky is clear,265.547
sky is clear,266.7045
sky is clear,266.0626667
sky is clear,266.7703333
sky is clear,270.0382046
sky is clear,270.0058926
sky is clear,274.172
sky is clear,274.172
sky is clear,274.304238
sky is clear,274.7
sky is clear,274.7
sky is clear,274.586
sky is clear,274.586
sky is clear,274.586
sky is clear,274.586
sky is clear,274.542
sky is clear,274.542
sky is clear,274.542
sky is clear,274.551
sky is clear,274.551
sky is clear,274.551
sky is clear,274.399
sky is clear,274.399
sky is clear,273.3038053
sky is clear,269.8664027
sky is clear,271.8705308
sky is clear,267.1523333
sky is clear,267.8756667
sky is clear,271.6065834
sky is clear,271.4448881
sky is clear,276.241
sky is clear,276.241
sky is clear,276.179
sky is clear,276.179
sky is clear,276.179
few clouds,275.789
few clouds,275.789
few clouds,275.789
few clouds,275.789
scattered clouds,275.802
scattered clouds,275.802
sky is clear,275.78
sky is clear,275.78
sky is clear,275.78
sky is clear,275.78
few clouds,273.9291634
few clouds,275.595
few clouds,274.8928661
broken clouds,272.4459331
scattered clouds,273.8136994
overcast clouds,270.4916667
overcast clouds,270.9843333
broken clouds,275.827
light rain,275.8934817
light rain,276.212
light rain,276.212
light rain,276.212
light rain,275.3444951
light rain,275.808
light rain,275.808
light rain,275.892
light rain,275.892
light rain,275.892
scattered clouds,276.144
scattered clouds,276.144
scattered clouds,276.144
scattered clouds,276.102
scattered clouds,276.102
broken clouds,275.868
broken clouds,275.868
broken clouds,275.868
broken clouds,275.868
broken clouds,275.623
light snow,275.1879442
light rain,270.539
light rain,271.166
overcast clouds,276.343
light rain,276.502
light rain,276.502
light rain,276.502
overcast clouds,276.443
overcast clouds,276.443
overcast clouds,276.443
light rain,276.493
light rain,276.493
light rain,276.493
light rain,276.579
light rain,276.579
light rain,276.579
light rain,276.936
light rain,276.936
light rain,276.936
light rain,276.936
light rain,276.761
light rain,276.761
light rain,276.7625284
light rain,276.767
light rain,276.767
light rain,276.691967
light rain,276.235
moderate rain,276.1451553
moderate rain,275.479
heavy intensity rain,275.1875944
moderate rain,275.479
moderate rain,275.683
heavy intensity rain,275.3437911
moderate rain,275.497
moderate rain,275.683
moderate rain,277.128
overcast clouds,277.128
moderate rain,277.128
moderate rain,278.039
moderate rain,278.039
heavy intensity rain,278.039
moderate rain,277.986
light rain,278.234
moderate rain,277.986
moderate rain,278.184
moderate rain,278.133
moderate rain,278.383
very heavy rain,277.9796051
very heavy rain,277.7641218
very heavy rain,276.0533333
very heavy rain,276.1356667
light rain,277.7461702
light rain,278.795
light rain,278.795
light rain,278.795
light rain,278.7888268
light rain,278.761
light rain,278.761
light rain,278.761
light rain,278.892
light rain,278.892
light rain,278.892
light rain,279.35
light rain,279.35
light rain,279.35
light rain,280.395
light rain,280.395
light rain,280.395
light rain,280.901
light rain,280.9310904
light rain,281.109
overcast clouds,281.374
overcast clouds,281.3695929
overcast clouds,281.35
overcast clouds,280.623
overcast clouds,280.6430342
overcast clouds,280.783
moderate rain,280.669349
overcast clouds,280.783
overcast clouds,280.783
moderate rain,280.6214357
broken clouds,280.866
broken clouds,280.476
broken clouds,280.476
broken clouds,280.476
broken clouds,280.312
broken clouds,280.312
broken clouds,280.312
broken clouds,279.5528274
scattered clouds,277.0339137
broken clouds,280.2456426
scattered clouds,276.6143192
broken clouds,280.168
broken clouds,279.6833702
broken clouds,274.5723333
broken clouds,274.7616667
scattered clouds,275.093
scattered clouds,275.235
few clouds,275.519
few clouds,278.4573769
sky is clear,280.419
sky is clear,280.419
sky is clear,280.3841846
sky is clear,280.259
sky is clear,280.259
sky is clear,280.1528499
few clouds,279.201
few clouds,279.201
few clouds,279.201
few clouds,279.201
few clouds,279.124
few clouds,279.124
few clouds,279.124
sky is clear,278.999
sky is clear,278.999
sky is clear,278.999
few clouds,278.868
few clouds,278.868
sky is clear,278.574
sky is clear,278.673
sky is clear,278.3650345
sky is clear,273.26
sky is clear,273.997
sky is clear,278.709
few clouds,279.409
few clouds,279.409
few clouds,279.409
scattered clouds,279.794
scattered clouds,279.794
scattered clouds,279.794
scattered clouds,279.948
scattered clouds,279.948
scattered clouds,279.948
scattered clouds,279.9381916
scattered clouds,279.912
scattered clouds,279.912
scattered clouds,279.912
scattered clouds,277.0321373
scattered clouds,279.469
scattered clouds,279.3830993
scattered clouds,279.188
scattered clouds,279.188
scattered clouds,279.188
broken clouds,276.7912155
broken clouds,277.8878718
broken clouds,274.5083333
broken clouds,275.1296667
broken clouds,278.876
broken clouds,278.7965586
broken clouds,278.5987793
broken clouds,278.3202302
broken clouds,278.1426667
broken clouds,277.8843333
scattered clouds,278.7933641
few clouds,278.951
